Metadaten,INVNR,OBJEKT,BEZEICHNUNG,INHALT_DARGESTELLT,MATERIAL,TECHNIK,MASZE,Thema,AUFSCHRIFT_MERKMALE,SP,Th,B,S,Rac,Dmpf,L,Mich,Raf,HK,DC,Rf,T,publiziert_in_Publikation,vorgesehen_zur_Publikation,REFERENT_Eigenschaft_1,REFERENT_Typ_1,QUELLE_Beziehung_REFERENT_1,REFERENT_Zeit_1,REFERENT_Ort_1,REFERENT_Bezeichnung_1,REFERENT_Eigenschaft_2,REFERENT_Typ_2,QUELLE_Beziehung_REFERENT_2,REFERENT_Zeit_2,REFERENT_Ort_2,REFERENT_Bezeichnung_2,REFERENT_Eigenschaft_3,REFERENT_Typ_3,QUELLE_Beziehung_REFERENT_3,REFERENT_Zeit_3,REFERENT_Ort_3,REFERENT_Bezeichnung_3,REFERENT_Eigenschaft_4,REFERENT_Typ_4,QUELLE_Beziehung_REFERENT_4,REFERENT_Zeit_4,REFRENT_Ort_4,REFERENT_Bezeichnung_4,REFERENT_Eigenschaft_5,REFERENT_Typ_5,QUELLE_Beziehung_REFERENT_5,REFERENT_Zeit_5,REFERENT_Ort_5,REFERENT_Bezeichnung_5,REFERENT_Eigenschaft_6,REFERENT_Typ_6,QUELLE_Beziehung_REFERENT_6,REFERENT_Zeit_6,REFERENT_Ort_6,REFERENT_Bezeichnung_6,REFERENT_Eigenschaft_7,REFERENT_Typ_7,QUELLE_Beziehung_REFERENT_7,REFERENT_Zeit_7,REFERENT_Ort_7,REFERENT_Bezeichnung_7,REFERENT_Eigenschaft_8,REFERENT_Typ_8,QUELLE_Beziehung_REFERENT_8,REFERENT_Zeit_8,REFERENT_Ort_8,REFERENT_Bezeichnung_8,REFERENT_Eigenschaft_9,REFERENT_Typ_9,QUELLE_Beziehung_REFERENT_9,REFERENT_Zeit_9,REFERENT_Ort_9,REFERENT_Bezeichnung_9,REFERENT_Eigenschaft_10,REFERENT_Typ_10,QUELLE_Beziehung_REFERENT_10,REFERENT_Zeit_10,REFERENT_Ort_10,REFERENT_Bezeichnung_10,REFERENT_Eigenschaft_11,REFERENT_Typ_11,QUELLE_Beziehung_REFERENT_11,REFERENT_Zeit_11,REFERENT_Ort_11,REFERENT_Bezeichnung_11,,,,,,,AUDIO Text,,,,,
172,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text; Beschriftung,1 Blatt Papier,Schreibfeder,117 x 204 mm,,Abrsskante links; Vorderseite: Beschriftung: [...]; Rückseite: Beschriftung: [...],,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,1666,London,Plan for Rebuilding London (Sir Christopher Wren),materiell,Publikation,zitierend,1893,NULL,Journal of Proceedings of the Royal Institute of British Architects Royal Institute of British Architects (RIBA) London 24.08.1893;  p. 475.,materiell,Personen,zitiert,05.12.1892,NULL,W. C. Street [T.] (05.12.1892; p. 72-80 ante); Christopher Wren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),118 x 205 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,1893,NULL,Heinrich von Geymüller,materiell,Organisation,betreffend,,Paris,Collection Destailleur,materiell,Artefakte,betreffend,,Collection Destaillieur (Paris),Zeichnungen (17),materiell,Artefakt,wiedergebend,,NULL,San Lorenzo (Vicenza),materiell,Personen,behandelnd,,NULL,Andrea Palladio; Gilles-Marie Oppenord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder; Bleistift (grau),118 x 203 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Publikation,zitiert,,NULL,Gurlitt; Cornelius: [?] Bd. I. p. 12; p. 36.,materiell,Artefakte,betreffend,,NULL,Handzeichnungen (Entwürfe zu ruinenhaften malerischen Architekturen - im Königlichen Kupferstich Cabinett Dresden) (Entwürfe für Schloss Dresden von Gaetano Chiaveri) (Entwürfe zur Concurenz für die Fassade von San Giovanni in Laterano),materiell,Personen,betreffend,,NULL,Gaetano Chiaveri; Domenico Gregorini; Carlo Marchionni; Antonio Nolli,materiell,Artefakte,betreffend,,Dresden; Rom; Cosenza,Schloss Dresden (Dresden); San Giovanni in Laterano (Rom); Santa Croce in Gerusalemme (Cosenza); Villa Albani (Rom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text; Beschriftung,1 Blatt Papier,Schreibfeder; Bleistift (blau),112 x 190 mm,,Abrsskante links; Vorderseite: Beschriftung: [...]; Rückseite: Beschriftung: [...],,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Michelozzo di Bartolommeo; Maso di Bartolommeo; Pagno; di Lapo Portigiani,materiell,Personen,betreffend,,NULL,Maria von Medici;Henri IV. König Frankreich; Ludovico Cardi da Cigoli,materiell,Artefakte,betreffend,,NULL,Triumpfbogen; Theaterdekorationen,immateriell,Handlung,betreffend,,NULL,Hochzeit (Maria di Medici; Henrich IV. König Frankreich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),119 x 204 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Jacob Burckhardt,materiell,Publikation,zitiert,,NULL,Burckhardt; Jakob: (?); In: Kunstchronik Nr. 32 17.08. neue Folge IV. Jahrgang; p. 526.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,67 x 105 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Brenner (Schweizer Künstler Lexikon 1917: Architekt im 18. Jh.; in Bern ein nicht ausgefühgrter Plan zur Nideckkirche erhalten),materiell,Artefakt,betreffend,,Bern,Plan; Grundriss (Nideckkirche) (nicht ausgeführt) (hufeisenförmig),materiell,Publikation,zitierend,,NULL,Gurlitt; Cornelius: Geschichte des Barockstils u. des Rococo in Deutschland; 1889; p. 119. [bei Thieme & Becker; Allg.K.-Lex. IV.; p. 581],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,67 x 105 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Cornelius Gurlitt,materiell,Artefakt,betreffend,,NULL,Plan (Theater in Vicenza),materiell,Artefakt,betreffend,,Vicenza,Teatro Olimpico (Vicenza),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,170 x 216,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakte,betreffend,,Königliches Schloss (Stockholm),Zeichnungen (109) (Compentionen Oppenord) (originale Zeichnungen französischer Architekten),materiell,Organisationen,betreffend,,Stockholm,Königliches Schloss (Stockholm),materiell,Publikation,betreffend,,NULL,Geffroy; Gustave: Catalogue des Musèe d'Europe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder; Bleistift (grau),170 x 216,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Publikation,zitert,,NULL,Commission de l'inventaire général des richesses d'art de la France: Inventaire général des richesses d'art de la France; Paris: Monuments civils; Vol. I'. I.; Paris 1876.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text; Nummerierung,1 Blatt Papier,Schreibfeder,122 x 203 mm,,Abrsskante links; Nummerierung: 689,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Paulus Potter,materiell,Forschungsthema,betreffend,,NULL,Holländische Schule,materiell,Artefakt,betreffend,,Musée du Louvre (Paris),La Bois de La Haye (Paulus Potter),materiell,Organisation,betreffend,,Paris,Musée du Louvre (Paris),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,122 x 203 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisation,betreffend,,Paris,Musée du Louvre (Paris),materiell,Person,betreffend,,NULL,Hans Sebald Beham,materiell,Artefakt,betreffend,,NULL,"Fries (Reiter; ""über David der die ... Sieht."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text; Beschriftung (blau),1 Blatt Papier,Schreibfeder; Bleistift (blau),125 x 204 mm,,Abrsskante links; Beschriftung (blau): fev. 93,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Publikation,zitiert,,NULL,Bullettino di archeologia e storia dalmata XV (15.1892); Spalato Tip: Zannoni (Stefano Bulat). (per cura di Fr. Prof. Bulic),materiell,Personen,zitiert,,NULL,Frane Bulić; Antonio Zannoni; Stefano Bulat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text; Abbildung,1 Blatt Papier,Bleistift (grau),119 x 204 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisation,betreffend,,Paris,Collection Destailleur,materiell,Archivquelle,wiedergebend,,Collection Destailleur (Paris),"Archivquelle (fol. 5 vol. Releé ""Recueil d'ornaments"" Ecole d' Italien 1550-1700) (23x327)",immateriell,Forschungsthema,betreffend,,NULL,Thesaurus; Italienische Schule 1550 - 1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),119 x 204 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquellen,betreffend,,NULL,Archivquellen (N° 8; N° 10; N° 12; N° 12v; N° 13; N° 14; N° 16; N° 18; N° 22; N° 27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),118 x 204 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquellen,betreffend,,NULL,Archivquellen (N° 93; N° 95),materiell,Artefakt,behandelnd,,NULL,Palast Fassade (gemalt?) (13x18) (1580 ?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),118 x 204 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquellen,betreffend,,NULL,Archivquellen (N° 29; N° 35; N° 39; N° 43),materiell,Person,betreffend,,Regensburg,Albrecht Altorfer,materiell,Archivquelle,betreffend,,Reuver,Abbildung (Albrecht Altdorfer) (Innere einer Kirche in Reuver) (18x24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),118 x 204 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,immateriell,Forschungsthema,betreffend,,NULL,Thesaurus; Französische Schule,materiell,Personen,betreffend,,NULL,Vuet (pemtre du Roi); Oppenord; C. Audran; Gillot (pemtre du Roi); Queverdo (1788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),116 x 193 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Personen,betreffend,,NULL,Melozzo da Forlì; Baldassare Peruzzi; Austen Henry Layard; Bramantino; Gustavo Frizzoni,materiell,Publikation,zitiert,,NULL,Frizzoni; Gustavo: L'arte italiana nella Galleria nazionale di Londra; Cellini: Firenze 1880.,materiell,Organisationen,betreffend,,London; Venedig,National Gallery (London); Ca' Rezzonico (Venedig) ,materiell,Publikationen,ziteriert,,NULL ,"Filangieri V; VI., Fumi; Luigi: Il duomo di Orvieto e i suoi restauri : monografie storiche condotte sopra i documenti; Roma 1891, Robert Reinhardt: Palast-Architektur von Ober-Italien und Toscana / Genua XV.-XVII Jahrhundert; Wasmuth: Berlin 1886.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder; Bleistift (grau),107 x 190 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Müntz; Robert von Reinhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,107 x 190 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Personen,betreffend,,NULL,Carlo Fumagalli; Luca Beltrami; Pisanello; Maasolino da Panicale; Bramante; Bramantino Suardi; Andrea Solari,materiell,Publikation,zitiert,,NULL,Fumagalli Carlo; Beltrami Luca (1891): La Cappella detta della Regina Teodolinda nella Basilica di S. Giovanni in Monza e le sue pitture murali; Recensione da N. B. In: Archivo Storico dell'Arte III. fase N°4.,immateriell,Forschungsthema,behandelnd,,NULL,Stilepoche Renaissance,materiell,Artefakte,betreffend,,NULL,Zeichnungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,107 x 190 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Forschungsthema,betreffend,,NULL,Thesaurus; Medaillieure als Architekten,materiell,Publikation,zitiert,,NULL,Gatti Angelo (1889): La fabbrica di S. Petronio; Bologna. Fabriczy Carl: Miscellanea; In: Gnoli Domenico (1891): Archivio Storico dell'Arte; Vol. 4; Ermanno Loescher & Co Rom; p. 307-310.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder; Bleistift (grau),107 x 190 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Angelo Gatti,materiell,Publikation,zitiert,,NULL,Gatti Angelo (1889): La fabbrica di S. Petronio; Bologna. Fabriczy Carl: Miscellanea; In: Gnoli Domenico (1891): Archivio Storico dell'Arte; Vol. 4; Ermanno Loescher & Co Rom; p. 307-310.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,VII.K.6.a,Blatt aus Skizzenbuch,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Bleistift (grau),112 x 190 mm,,Abrsskante links,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Laparelli Francesco,materiell,Artefakt,behandelnd,,Valletta (Malta),Valletta; Befestigungsanlage,materiell,Publikation,zitiert,,NULL,Ravioli Camillo (1863):Notizie sui lavori di architettura militare; sugli scritti o disegni editi ed inediti dei nove da Sangallo; cavate la più parte da documenti inediti; onde servire alla storia dell'arte militare italiana dei secoli XIV e XV : fascicolo I. 1; Tipografia delle Belle Arti Roma.,materiell,Personen,behandelnd,,NULL ,Antonio da Sangallo,materiell,Personen,betreffend,1870-1871,NULL,Latino Orsini; Paolo Orsini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text; Abbildung,1 Blatt Papier,Schreibfeder,113 x 180 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakte,betreffend,1676; 1560; 1701,Paris; Richelieu ,Porte Saint-Antoine (Paris); Porte (Richelieu),materiell,Archivquelle,betreffend,1676,Cabinet des Estampes (Paris): Top [?]; Plan Vol. III.,Plan: Porte Saint-Antoine (Paris),materiell,Archivquelle,betreffend,,Cabinet des Estampes (Paris): Top II. 6. vor Blatt 80,Zeichnung: Prorte (Richelieu),materiell,Archivquelle,wiedergebend,,Cabinet des Estampes (Paris): Top de fr. Drôme,Zeichnung; Kapitell (à Valence; antik - Dessin àl encre de chine [Tusche]),materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,113 x 180 mm,,,,x,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris),materiell,Organisation,betreffend,,NULL,A. I. Ph. [Architectur Int. Photographie] [International Mission Photography Archive; ca.1860-ca.1960],materiell,Archivquelle,betreffend,,Cabinet des Estampes (Paris): Top. frame Drôme,3 Zeichnungen (Schloss Grignan),materiell,Artefakt,behandelnd,,Grignan,Schloss Grignan,immateriell,Forschungsthema,betreffend,,NULL,Renaisance in Frankreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,113 x 180 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisation,betreffend,1492,NULL,A. I. Ph. [Architectur Int. Photographie] [International Mission Photography Archive; ca.1860-ca.1960],materiell,Archivquelle,betreffend,,Cabinet des Estampes (Paris): Rheims,"Zeichnung (original): von Jaques Charloty ""für Altar und Täfelung der Chapelle du Saint Lait""",materiell,Publikation,zitierend,,NULL,Tayolr Justin; Nodier Charles: Voyages pittoresques et romantiques dans l'ancienne France; Campagne Vol. III. (erwähnt oder abgelichtet),materiell,Person,betreffend,,NULL, Jaques Charloty,materiell,Artefakte,betrefffend,,Rheims [Reims],Chapelle du Saint Lait; Altar; Vertäfelung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,108 x 170 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris),materiell,Archivquellen,betreffend,,Cabinet des Estampes (Paris): Topogr. II. 5. Quartiere; Top. III. 11. 12. Quartiere; Top. III. 11. Quartiere; Top. III. 11. 12. Quartiere; Top. I. I.; Top. III. 12. Quartiere; Top. III. 12. Quartiere.,Zeichnungen: (Paris) Hotel d'Antin; Hotel Lenglee (Jules Mazarin); Hotel de Strasbourg; Hotel de Soubise; Hotel de la Force; Hotel de La Valliera; Collége Mazarin (Institut); St. Pauls St. Louis; Arsenal und Astille; Hotel Dieu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,114 x 177 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisation,betreffend,,NULL,A. I. Ph. [Architectur Int. Photographie] [International Mission Photography Archive; ca.1860-ca.1960],materiell,Archivquelle,betreffend,,Cabinet des Estampes (Paris); Topograph. Hotels.,Zeichnungen (Palais Royal; Paris),materiell,Artefakt,behandelnd,1719,Paris,Palais Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,114 x 177 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,immateriell,Forschungsthema,behandelnd,,NULL,Thesaurus; French Church Fronts,materiell,Artefakte,betreffend,,Paris,Saint Eustache; Académie d'Architecture,materiell,Archivquelle,betreffend,1754 u.a.,NULL,Zeichnungen: DuCerceau; Le Veau (Pierre Patte); Académie d'Architecture (Paris); Pierre Patte; Jean Mansart de Jouy,materiell,Personen,behandelnd,,NULL,Pierre Patte; Jean Mansart de Jouy,materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,114 x 177 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisationen,betreffend,,Paris,I. Ph. A. Architectur Int. Photographie] [International Mission Photography Archive; ca.1860-ca.1960]; Cabinet des Estampes,materiell,Artefakt,betreffend,,Cabinet des Estampes (Paris): Top. grande Piece. III. 11. Quartiere.,"Zeichnung (Saint Marie; Paris); Fassade; Ansicht (""bien fait"")",materiell,Artefakt,behandelnd,1700,Paris,Saint Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,VII.K.6.a,Blatt,Blatt: Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger] | o. Aufschrift | Royal Institute 1887. Burges,Text,1 Blatt Papier,Schreibfeder,114 x 177 mm,,,,x,,,,,,,,,,,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Organisationen,betreffend,,Paris,I. Ph. A. Architectur Int. Photographie] [International Mission Photography Archive; ca.1860-ca.1960]; Cabinet des Estampes,materiell,Artefakt,betreffend,,Cabinet des Estampes (Paris): Top. grande Piece. III. 11. Quartiere.,"Plan (""Dessine de St. Mary très exait"")",materiell,Artefakt,behandelnd,,Paris,Saint Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
